,Movement,Gender,Dial,Bracelet color,Price
466,Quartz,Women's watch,Blue,Gold,123750.0
467,Automatic,Men's watch/Unisex,Black,Steel,144540.0
468,Automatic,Women's watch,Blue,Black,41085.0
469,Automatic,Men's watch/Unisex,Black,Silver,24997.5
470,Manual winding,Men's watch/Unisex,Silver,Black,5362.5
471,Quartz,Women's watch,White,Steel,157162.5
472,Automatic,Men's watch/Unisex,Black,Black,226875.0
473,Automatic,Men's watch/Unisex,Green,Steel,272167.5
474,Automatic,Men's watch/Unisex,Black,Steel,274725.0
475,Automatic,Men's watch/Unisex,Black,Black,391545.0
476,Quartz,Men's watch/Unisex,White,White,32917.5
477,Automatic,Men's watch/Unisex,Black,Black,658762.5
478,Automatic,Men's watch/Unisex,Silver,Steel,3840375.0
479,Automatic,Men's watch/Unisex,Black,Black,523875.0
480,Automatic,Men's watch/Unisex,Blue,Blue,771870.0
481,Manual winding,Men's watch/Unisex,White,Black,222832.5
482,Quartz,Women's watch,Champagne,Gold,111870.0
483,Automatic,Men's watch/Unisex,Black,Black,54202.5
484,Automatic,Men's watch/Unisex,Brown,Gold,300960.0
485,Automatic,Men's watch/Unisex,Black,Black,742417.5
486,Quartz,Women's watch,Silver,Silver,116985.0
487,Quartz,Men's watch/Unisex,Blue,Black,81675.0
488,Automatic,Men's watch/Unisex,Silver,Black,89347.5
489,Automatic,Men's watch/Unisex,Blue,Blue,284625.0
490,Quartz,Men's watch/Unisex,White,White,134475.0
491,Quartz,Men's watch/Unisex,Blue,Silver,20460.0
492,Quartz,Men's watch/Unisex,Red,Black,49995.0
493,Automatic,Men's watch/Unisex,Blue,Black,93720.0
494,Quartz,Women's watch,White,Gold,35062.5
495,Automatic,Men's watch/Unisex,Blue,Steel,61710.0
496,Automatic,Men's watch/Unisex,Grey,Silver,608437.5
497,Quartz,Men's watch/Unisex,Black,Brown,36217.5
498,Quartz,Men's watch/Unisex,White,Gold,20130.0
499,Automatic,Men's watch/Unisex,Grey,Black,12366750.0
500,Automatic,Men's watch/Unisex,Black,Black,60390.0
501,Automatic,Men's watch/Unisex,Black,Brown,635250.0
502,Automatic,Men's watch/Unisex,Black,Brown,294360.0
503,Automatic,Men's watch/Unisex,Blue,Black,2475000.0
504,Automatic,Men's watch/Unisex,White,Steel,190575.0
505,Manual winding,Women's watch,Blue,Black,29452.5
506,Automatic,Men's watch/Unisex,Blue,Steel,154687.5
507,Quartz,Men's watch/Unisex,Black,Steel,26400.0
508,Automatic,Men's watch/Unisex,Green,Steel,175395.0
509,Manual winding,Men's watch/Unisex,Blue,Brown,5764687.5
510,Automatic,Men's watch/Unisex,Grey,Brown,174405.0
511,Quartz,Men's watch/Unisex,Black,Silver,12870.0
512,Automatic,Men's watch/Unisex,Black,Brown,326700.0
513,Quartz,Men's watch/Unisex,Black,Gold,14767.5
514,Automatic,Men's watch/Unisex,Black,Black,1150875.0
515,Automatic,Men's watch/Unisex,Blue,Steel,181747.5
516,Automatic,Women's watch,White,Black,151635.0
517,Quartz,Men's watch/Unisex,Blue,Blue,65010.0
518,Automatic,Men's watch/Unisex,Black,Black,23017.5
519,Automatic,Men's watch/Unisex,Black,Silver,221925.0
520,Quartz,Women's watch,White,Steel,36712.5
521,Automatic,Men's watch/Unisex,Blue,Steel,124410.0
522,Automatic,Men's watch/Unisex,Green,Steel,43972.5
523,Automatic,Men's watch/Unisex,Blue,Blue,49087.5
524,Automatic,Men's watch/Unisex,Black,Black,536250.0
525,Automatic,Men's watch/Unisex,Black,Steel,771870.0
526,Quartz,Men's watch/Unisex,Grey,Silver,82087.5
527,Automatic,Men's watch/Unisex,Black,Black,31267.5
528,Quartz,Men's watch/Unisex,Black,Black,8827.5
529,Quartz,Men's watch/Unisex,Silver,Silver,29452.5
530,Automatic,Men's watch/Unisex,Black,Black,97020.0
531,Automatic,Men's watch/Unisex,Blue,Silver,322080.0
532,Automatic,Men's watch/Unisex,Blue,Steel,676500.0
533,Automatic,Men's watch/Unisex,Black,Steel,109642.5
534,Automatic,Men's watch/Unisex,Black,Black,123750.0
535,Quartz,Men's watch/Unisex,Champagne,Gold,60142.5
536,Automatic,Men's watch/Unisex,Blue,Blue,1608750.0
537,Manual winding,Men's watch/Unisex,Black,Black,178942.5
538,Automatic,Men's watch/Unisex,Blue,Steel,371250.0
539,Quartz,Men's watch/Unisex,Silver,Black,6930.0
540,Automatic,Men's watch/Unisex,Silver,Black,519337.5
541,Automatic,Men's watch/Unisex,Blue,Black,44302.5
542,Automatic,Men's watch/Unisex,Black,Black,133320.0
543,Quartz,Men's watch/Unisex,Black,Silver,47025.0
544,Automatic,Men's watch/Unisex,Blue,Blue,3011250.0
545,Quartz,Men's watch/Unisex,Gold,Brown,23100.0
546,Quartz,Men's watch/Unisex,Black,Black,73837.5
547,Automatic,Men's watch/Unisex,Black,Steel,4166250.0
548,Automatic,Men's watch/Unisex,Black,Black,507375.0
549,Automatic,Men's watch/Unisex,Blue,Silver,70125.0
550,Automatic,Men's watch/Unisex,Black,Brown,156750.0
551,Automatic,Men's watch/Unisex,Black,Black,83242.5
552,Automatic,Men's watch/Unisex,Brown,Brown,126142.5
553,Automatic,Men's watch/Unisex,Green,Steel,61627.5
554,Automatic,Men's watch/Unisex,Black,Black,43807.5
555,Manual winding,Men's watch/Unisex,Black,Black,106507.5
556,Manual winding,Men's watch/Unisex,Blue,Black,13365.0
557,Manual winding,Men's watch/Unisex,Silver,Blue,1392187.5
558,Quartz,Men's watch/Unisex,Silver,Black,19140.0
559,Quartz,Men's watch/Unisex,Blue,Gold,24997.5
560,Quartz,Men's watch/Unisex,Silver,Brown,7837.5
561,Automatic,Women's watch,Black,Gold,50902.5
562,Quartz,Men's watch/Unisex,Blue,Blue,21285.0
563,Quartz,Women's watch,Champagne,Blue,17820.0
564,Automatic,Men's watch/Unisex,Black,Black,3460875.0
565,Automatic,Men's watch/Unisex,Black,Gold,569250.0
566,Manual winding,Men's watch/Unisex,Bronze,Brown,48262.5
567,Automatic,Men's watch/Unisex,Grey,Brown,738375.0
568,Automatic,Men's watch/Unisex,Black,Black,195855.0
569,Manual winding,Men's watch/Unisex,White,Blue,2800875.0
570,Manual winding,Men's watch/Unisex,Silver,Black,22275.0
571,Manual winding,Men's watch/Unisex,White,White,1896922.5
572,Automatic,Men's watch/Unisex,Blue,Steel,1995345.0
573,Quartz,Men's watch/Unisex,White,Blue,4747875.0
574,Quartz,Men's watch/Unisex,Blue,Silver,80107.5
575,Automatic,Men's watch/Unisex,Black,Steel,41167.5
576,Automatic,Men's watch/Unisex,Silver,Silver,903375.0
577,Quartz,Men's watch/Unisex,Blue,Silver,31267.5
578,Automatic,Men's watch/Unisex,Blue,Blue,98340.0
579,Automatic,Men's watch/Unisex,Blue,Blue,532125.0
580,Automatic,Men's watch/Unisex,Black,Brown,313170.0
581,Automatic,Men's watch/Unisex,White,Silver,105187.5
582,Automatic,Men's watch/Unisex,Black,Black,164587.5
583,Manual winding,Women's watch,White,Gold,156585.0
584,Quartz,Men's watch/Unisex,Black,Black,28545.0
585,Automatic,Men's watch/Unisex,Green,Green,186285.0
586,Automatic,Women's watch,White,Blue,161947.5
587,Automatic,Women's watch,White,Steel,2466750.0
588,Automatic,Men's watch/Unisex,Silver,Steel,536250.0
589,Automatic,Men's watch/Unisex,Green,Brown,137775.0
590,Quartz,Women's watch,Gold,Gold,8415.0
591,Quartz,Men's watch/Unisex,Blue,Steel,42817.5
592,Automatic,Men's watch/Unisex,White,Gold,577417.5
593,Quartz,Men's watch/Unisex,Black,Black,46117.5
594,Quartz,Women's watch,Blue,Gold,13365.0
595,Automatic,Men's watch/Unisex,Black,Black,614625.0
596,Automatic,Men's watch/Unisex,Black,Black,160050.0
597,Manual winding,Men's watch/Unisex,Blue,Steel,1079347.5
598,Quartz,Men's watch/Unisex,Black,Black,20955.0
599,Automatic,Men's watch/Unisex,Black,Black,255667.5
600,Automatic,Men's watch/Unisex,Black,Black,60307.5
601,Automatic,Men's watch/Unisex,White,Silver,40177.5
602,Automatic,Men's watch/Unisex,Black,Steel,412500.0
603,Quartz,Men's watch/Unisex,Black,Black,39352.5
604,Quartz,Women's watch,White,Gold,69712.5
605,Manual winding,Men's watch/Unisex,Champagne,Black,13365.0
606,Automatic,Men's watch/Unisex,Black,Steel,163597.5
607,Automatic,Men's watch/Unisex,Black,Black,161040.0
608,Automatic,Men's watch/Unisex,Blue,Blue,47685.0
609,Quartz,Women's watch,White,Gold,7507.5
610,Automatic,Men's watch/Unisex,Black,Black,16500.0
611,Automatic,Men's watch/Unisex,Grey,Steel,1093125.0
612,Automatic,Men's watch/Unisex,Green,Green,490875.0
613,Quartz,Men's watch/Unisex,Blue,Blue,34237.5
614,Quartz,Women's watch,Blue,White,89100.0
615,Automatic,Men's watch/Unisex,Black,Gold,54862.5
616,Automatic,Men's watch/Unisex,Green,Steel,31350.0
617,Automatic,Men's watch/Unisex,Silver,Black,73837.5
618,Automatic,Men's watch/Unisex,Blue,Black,357885.0
619,Automatic,Men's watch/Unisex,Black,Steel,387337.5
620,Automatic,Men's watch/Unisex,Brown,Brown,312757.5
621,Quartz,Women's watch,Blue,Brown,1311750.0
622,Automatic,Men's watch/Unisex,White,Black,164587.5
623,Automatic,Men's watch/Unisex,Black,Black,37125.0
624,Automatic,Men's watch/Unisex,Black,Black,711315.0
625,Automatic,Men's watch/Unisex,Black,Black,321667.5
626,Automatic,Men's watch/Unisex,Black,Black,272002.5
627,Automatic,Men's watch/Unisex,Blue,Blue,119542.5
628,Automatic,Men's watch/Unisex,Blue,Blue,1484917.5
629,Automatic,Men's watch/Unisex,Black,Black,178035.0
630,Automatic,Men's watch/Unisex,Silver,Brown,102877.5
631,Quartz,Men's watch/Unisex,Black,Black,66000.0
632,Automatic,Men's watch/Unisex,Black,Black,1047750.0
633,Automatic,Men's watch/Unisex,White,Steel,287100.0
634,Automatic,Men's watch/Unisex,White,Steel,251625.0
635,Automatic,Men's watch/Unisex,Silver,Gold,404167.5
636,Manual winding,Women's watch,Black,White,808500.0
637,Automatic,Men's watch/Unisex,Black,Brown,75982.5
638,Manual winding,Men's watch/Unisex,White,Green,62617.5
639,Automatic,Men's watch/Unisex,Black,Steel,109065.0
640,Manual winding,Men's watch/Unisex,Blue,Black,3708375.0
641,Quartz,Men's watch/Unisex,Silver,Brown,25822.5
642,Automatic,Men's watch/Unisex,Silver,Steel,433125.0
643,Automatic,Men's watch/Unisex,Black,Black,701167.5
644,Automatic,Men's watch/Unisex,White,Brown,118800.0
645,Automatic,Men's watch/Unisex,Black,Steel,44715.0
646,Automatic,Men's watch/Unisex,Grey,Silver,133732.5
647,Automatic,Men's watch/Unisex,Black,Gold,3208837.5
648,Quartz,Women's watch,Silver,Gold,6022.5
649,Automatic,Men's watch/Unisex,Red,Brown,49500.0
650,Automatic,Men's watch/Unisex,Grey,Silver,44632.5
651,Automatic,Men's watch/Unisex,Blue,Steel,33990.0
652,Automatic,Men's watch/Unisex,Black,Green,152295.0
653,Automatic,Men's watch/Unisex,Black,Steel,124822.5
654,Quartz,Men's watch/Unisex,Black,Black,33907.5
655,Automatic,Women's watch,Silver,Brown,887947.5
656,Automatic,Men's watch/Unisex,Black,Steel,57337.5
657,Automatic,Men's watch/Unisex,Black,Black,226875.0
658,Automatic,Men's watch/Unisex,White,Black,134227.5
659,Automatic,Men's watch/Unisex,Blue,Blue,55935.0
660,Automatic,Men's watch/Unisex,Black,Steel,10642.5
661,Automatic,Men's watch/Unisex,Black,Brown,139012.5
662,Quartz,Men's watch/Unisex,Green,Gold,60390.0
663,Automatic,Men's watch/Unisex,Grey,Silver,43807.5
664,Automatic,Men's watch/Unisex,Silver,Steel,148087.5
665,Manual winding,Men's watch/Unisex,Black,Black,33907.5
666,Automatic,Men's watch/Unisex,Silver,Steel,303352.5
667,Manual winding,Men's watch/Unisex,Silver,Brown,10725000.0
668,Automatic,Women's watch,Black,Black,412417.5
669,Quartz,Men's watch/Unisex,Blue,Black,10725.0
670,Automatic,Men's watch/Unisex,Black,Silver,19470.0
671,Automatic,Men's watch/Unisex,Brown,Brown,164587.5
672,Manual winding,Men's watch/Unisex,Silver,Brown,436590.0
673,Quartz,Men's watch/Unisex,Blue,Steel,48510.0
674,Quartz,Men's watch/Unisex,Black,Black,47437.5
675,Quartz,Men's watch/Unisex,Blue,Black,19635.0
676,Automatic,Men's watch/Unisex,White,Black,849337.5
677,Manual winding,Men's watch/Unisex,Gold,Black,26400.0
678,Automatic,Men's watch/Unisex,Black,Black,486750.0
679,Automatic,Men's watch/Unisex,Champagne,Silver,47355.0
680,Automatic,Men's watch/Unisex,Silver,Brown,521565.0
681,Automatic,Men's watch/Unisex,Silver,Brown,87697.5
682,Manual winding,Men's watch/Unisex,Champagne,Black,17160.0
683,Automatic,Men's watch/Unisex,Silver,Silver,711315.0
684,Automatic,Men's watch/Unisex,White,Silver,160132.5
685,Quartz,Men's watch/Unisex,White,Brown,26730.0
686,Automatic,Men's watch/Unisex,Silver,Silver,114097.5
687,Automatic,Men's watch/Unisex,Silver,Brown,206167.5
688,Quartz,Women's watch,White,White,65257.5
689,Manual winding,Men's watch/Unisex,Green,Brown,80437.5
690,Automatic,Men's watch/Unisex,Blue,Steel,200887.5
691,Automatic,Men's watch/Unisex,Black,Silver,33742.5
692,Automatic,Men's watch/Unisex,Black,Silver,89017.5
693,Automatic,Men's watch/Unisex,Blue,Silver,251542.5
694,Automatic,Men's watch/Unisex,Blue,Brown,88605.0
695,Automatic,Men's watch/Unisex,Blue,Steel,277282.5
696,Automatic,Men's watch/Unisex,Black,Steel,164587.5
697,Quartz,Women's watch,Blue,Gold,148087.5
698,Automatic,Men's watch/Unisex,White,White,965250.0
699,Manual winding,Men's watch/Unisex,Black,Black,19635.0
700,Automatic,Men's watch/Unisex,Silver,Black,129937.5
701,Quartz,Women's watch,White,White,412417.5
702,Automatic,Men's watch/Unisex,Black,Brown,294360.0
703,Automatic,Men's watch/Unisex,Black,Brown,1062187.5
704,Automatic,Men's watch/Unisex,Blue,Blue,300630.0
705,Quartz,Men's watch/Unisex,Green,Gold,38280.0
706,Automatic,Men's watch/Unisex,Green,Steel,67980.0
707,Automatic,Men's watch/Unisex,Grey,Black,18397.5
708,Automatic,Men's watch/Unisex,Blue,Black,15757.5
709,Automatic,Men's watch/Unisex,Black,Silver,356565.0
710,Quartz,Women's watch,Silver,Silver,8002.5
711,Automatic,Men's watch/Unisex,Blue,Steel,330000.0
712,Automatic,Men's watch/Unisex,Blue,Steel,56925.0
713,Quartz,Men's watch/Unisex,Black,Black,20460.0
714,Automatic,Men's watch/Unisex,White,Black,196845.0
715,Automatic,Men's watch/Unisex,Blue,Steel,28215.0
716,Quartz,Men's watch/Unisex,White,Steel,26812.5
717,Quartz,Women's watch,Blue,Blue,93225.0
718,Automatic,Men's watch/Unisex,Black,Silver,98422.5
719,Automatic,Men's watch/Unisex,Blue,Gold,404745.0
720,Quartz,Men's watch/Unisex,Black,Black,9900.0
721,Automatic,Men's watch/Unisex,Black,Black,34815.0
722,Manual winding,Men's watch/Unisex,White,Black,1645875.0
723,Automatic,Men's watch/Unisex,Black,Steel,653812.5
724,Automatic,Men's watch/Unisex,Black,Steel,175395.0
725,Automatic,Men's watch/Unisex,Silver,Steel,54037.5
726,Automatic,Men's watch/Unisex,White,Brown,1311750.0
727,Manual winding,Men's watch/Unisex,Black,Black,226875.0
728,Manual winding,Men's watch/Unisex,Black,Brown,492030.0
729,Automatic,Men's watch/Unisex,Blue,Brown,62617.5
730,Automatic,Men's watch/Unisex,Black,Black,219120.0
731,Automatic,Men's watch/Unisex,Green,Silver,84892.5
732,Manual winding,Men's watch/Unisex,Black,Brown,119625.0
733,Quartz,Men's watch/Unisex,Red,Black,89347.5
734,Automatic,Men's watch/Unisex,Red,Steel,178530.0
735,Quartz,Men's watch/Unisex,Blue,Silver,80355.0
736,Automatic,Men's watch/Unisex,Green,Steel,1641750.0
737,Automatic,Men's watch/Unisex,Blue,Steel,151635.0
738,Automatic,Men's watch/Unisex,Black,Black,412087.5
739,Automatic,Men's watch/Unisex,Black,Black,40260.0
740,Automatic,Men's watch/Unisex,Red,Brown,688957.5
741,Automatic,Men's watch/Unisex,Black,Steel,1608750.0
742,Manual winding,Men's watch/Unisex,Black,Black,322080.0
743,Automatic,Men's watch/Unisex,Silver,Silver,35062.5
744,Automatic,Men's watch/Unisex,Green,Steel,117150.0
745,Automatic,Men's watch/Unisex,Green,Black,410685.0
746,Automatic,Men's watch/Unisex,Black,Steel,288337.5
747,Quartz,Men's watch/Unisex,Black,Steel,28875.0
748,Automatic,Men's watch/Unisex,Black,Blue,14190.0
749,Automatic,Women's watch,Black,Black,259380.0
750,Automatic,Men's watch/Unisex,Black,Brown,2388375.0
751,Automatic,Men's watch/Unisex,Grey,Brown,109477.5
752,Quartz,Men's watch/Unisex,Blue,Silver,6187.5
753,Quartz,Women's watch,Blue,Steel,2388375.0
754,Quartz,Women's watch,Silver,Silver,51810.0
755,Quartz,Women's watch,Black,Gold,17820.0
756,Quartz,Women's watch,Red,Blue,53625.0
757,Automatic,Men's watch/Unisex,Black,Steel,73342.5
758,Quartz,Men's watch/Unisex,Grey,Blue,9075.0
759,Automatic,Men's watch/Unisex,Black,Black,115417.5
760,Quartz,Men's watch/Unisex,Grey,Black,19222.5
761,Automatic,Men's watch/Unisex,Black,Silver,142230.0
762,Manual winding,Men's watch/Unisex,Champagne,Black,49252.5
763,Automatic,Men's watch/Unisex,Black,Black,1780597.5
764,Automatic,Men's watch/Unisex,Black,Green,178942.5
765,Automatic,Men's watch/Unisex,Blue,Black,4120875.0
766,Automatic,Men's watch/Unisex,Blue,Black,268372.5
767,Automatic,Men's watch/Unisex,Green,Steel,249645.0
768,Automatic,Men's watch/Unisex,Black,Silver,26565.0
769,Automatic,Men's watch/Unisex,Black,Green,61792.5
770,Automatic,Men's watch/Unisex,Black,Black,148335.0
771,Automatic,Men's watch/Unisex,Silver,Silver,58987.5
772,Quartz,Women's watch,Black,Silver,11550.0
773,Quartz,Men's watch/Unisex,Black,Steel,134887.5
774,Automatic,Men's watch/Unisex,Champagne,Brown,177952.5
775,Automatic,Men's watch/Unisex,Black,Steel,68062.5
776,Manual winding,Men's watch/Unisex,White,Brown,56017.5
777,Quartz,Women's watch,Green,Silver,22275.0
778,Manual winding,Men's watch/Unisex,Blue,Black,10725000.0
779,Automatic,Men's watch/Unisex,White,Black,115087.5
780,Automatic,Men's watch/Unisex,Black,Black,1443750.0
781,Manual winding,Men's watch/Unisex,Champagne,Green,268455.0
782,Automatic,Men's watch/Unisex,Black,Black,264660.0
783,Automatic,Men's watch/Unisex,White,Brown,18150.0
784,Automatic,Men's watch/Unisex,Blue,Black,1274625.0
785,Automatic,Men's watch/Unisex,Champagne,Black,98340.0
786,Automatic,Men's watch/Unisex,Black,Black,78292.5
787,Manual winding,Men's watch/Unisex,White,Black,53707.5
788,Automatic,Men's watch/Unisex,Black,Brown,820875.0
789,Quartz,Women's watch,Grey,Silver,14190.0
790,Quartz,Men's watch/Unisex,Black,Black,4372.5
791,Quartz,Men's watch/Unisex,Black,Black,53542.5
792,Quartz,Men's watch/Unisex,Green,Silver,16912.5
793,Automatic,Men's watch/Unisex,Blue,Blue,227287.5
794,Manual winding,Men's watch/Unisex,White,Black,48262.5
795,Quartz,Women's watch,Black,Black,422400.0
796,Quartz,Men's watch/Unisex,White,Gold,35722.5
797,Automatic,Men's watch/Unisex,White,Blue,213840.0
798,Automatic,Men's watch/Unisex,Silver,Silver,25822.5
799,Quartz,Women's watch,Blue,Blue,22275.0
800,Quartz,Men's watch/Unisex,Black,Gold,70537.5
801,Quartz,Men's watch/Unisex,Black,Gold,53625.0
802,Quartz,Men's watch/Unisex,Blue,Silver,35227.5
803,Quartz,Men's watch/Unisex,Silver,Black,6435.0
804,Manual winding,Men's watch/Unisex,Champagne,Brown,53625.0
805,Automatic,Men's watch/Unisex,Silver,Steel,162607.5
806,Manual winding,Men's watch/Unisex,Black,Black,57667.5
807,Automatic,Men's watch/Unisex,Gold,Black,3757957.5
808,Automatic,Men's watch/Unisex,Grey,Green,408375.0
809,Automatic,Men's watch/Unisex,Black,Silver,102712.5
810,Quartz,Men's watch/Unisex,Blue,Blue,20377.5
811,Automatic,Men's watch/Unisex,Blue,Blue,453750.0
812,Automatic,Men's watch/Unisex,Blue,Blue,214747.5
813,Automatic,Men's watch/Unisex,Silver,Green,378262.5
814,Quartz,Men's watch/Unisex,Black,Black,22275.0
815,Quartz,Men's watch/Unisex,Black,Black,20212.5
816,Quartz,Women's watch,Grey,Red,288667.5
817,Quartz,Women's watch,Black,Gold,24997.5
818,Automatic,Men's watch/Unisex,Black,Black,120697.5
819,Manual winding,Men's watch/Unisex,Silver,Blue,19387.5
820,Automatic,Men's watch/Unisex,Black,Steel,75570.0
821,Automatic,Men's watch/Unisex,Blue,Gold,59235.0
822,Automatic,Men's watch/Unisex,Red,Steel,281820.0
823,Automatic,Men's watch/Unisex,Black,Steel,89925.0
824,Automatic,Men's watch/Unisex,Black,Black,192390.0
825,Automatic,Men's watch/Unisex,Grey,Silver,1079347.5
826,Automatic,Men's watch/Unisex,Black,Steel,740437.5
827,Automatic,Men's watch/Unisex,White,Steel,701250.0
828,Automatic,Men's watch/Unisex,Blue,Gold,195937.5
829,Quartz,Men's watch/Unisex,Blue,Silver,33907.5
830,Quartz,Women's watch,Blue,Gold,2305875.0
831,Automatic,Men's watch/Unisex,Blue,Gold,250552.5
832,Solar,Men's watch/Unisex,Black,Black,80850.0
833,Automatic,Men's watch/Unisex,Black,Steel,87697.5
834,Automatic,Men's watch/Unisex,White,Black,9091582.5
835,Quartz,Women's watch,Silver,Brown,494917.5
836,Solar,Men's watch/Unisex,Blue,Black,113437.5
837,Automatic,Men's watch/Unisex,Black,Black,129772.5
838,Manual winding,Men's watch/Unisex,Silver,Black,492112.5
839,Manual winding,Men's watch/Unisex,Silver,Brown,12375000.0
840,Automatic,Men's watch/Unisex,Blue,Steel,103125.0
841,Automatic,Men's watch/Unisex,Silver (solid),Brown,180262.5
842,Manual winding,Men's watch/Unisex,Silver,Black,37125.0
843,Automatic,Men's watch/Unisex,Silver,Black,894630.0
844,Quartz,Men's watch/Unisex,Black,Silver,11302.5
845,Manual winding,Men's watch/Unisex,Black,Black,246262.5
846,Automatic,Men's watch/Unisex,White,Black,243375.0
847,Automatic,Men's watch/Unisex,Blue,Black,151140.0
848,Quartz,Men's watch/Unisex,Champagne,Black,263917.5
849,Manual winding,Men's watch/Unisex,Grey,Brown,6595875.0
850,Automatic,Men's watch/Unisex,Silver,Steel,164587.5
851,Automatic,Men's watch/Unisex,Black,Silver,89017.5
