,Price,Case material,Bracelet material,Shape,Crystal,Clasp
406,13210931.25,steel,Rubber,Rectangular,Sapphire crystal,Fold clasp
407,30621318.75,steel,Leather,Circular,Sapphire crystal,Fold clasp
408,8085825.0,steel,Rubber,Circular,Sapphire crystal,Buckle
409,4716731.25,steel,Leather,Circular,Sapphire crystal,Buckle
410,12394181.25,Titanium,Titanium,Circular,Sapphire crystal,Fold clasp
411,18451743.75,Titanium,Titanium,Circular,Sapphire crystal,Fold clasp
412,6275362.5,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
413,5213587.5,steel,Leather,Circular,Plexiglass,Buckle
414,2048674443.75,Titanium,Animal skin,Circular,Sapphire crystal,Fold clasp
415,408340968.75,gold,Rubber,Circular,Sapphire crystal,Buckle
416,2586375.0,steel,Leather,Circular,Mineral Glass,Buckle
417,114419868.75,gold,Animal skin,Circular,Sapphire crystal,Buckle
418,2947106.25,steel,Steel,Circular,Mineral Glass,Fold clasp
419,20663775.0,Titanium,Rubber,Circular,Sapphire crystal,Fold clasp
420,23250150.0,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
421,162029587.5,Titanium,Animal skin,Circular,Sapphire crystal,Fold clasp
422,2892656.25,steel,Rubber,Circular,Mineral Glass,Buckle
423,4961756.25,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
424,24842812.5,steel,Leather,Circular,Plexiglass,Buckle
425,421980693.75,gold,Animal skin,Circular,Sapphire crystal,Buckle
426,80994375.0,steel,Textile,Circular,Sapphire crystal,Double-fold clasp
428,12727687.5,steel,Leather,Circular,Sapphire crystal,Buckle
429,3743437.5,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
431,4716731.25,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
432,6867506.25,steel,Animal skin,Circular,Sapphire crystal,Buckle
433,592143.75,steel,Animal skin,Circular,Mineral Glass,Buckle
434,3287418.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
435,23651718.75,steel,Rubber,Circular,Sapphire crystal,Buckle
436,13871137.5,steel,Leather,Circular,Sapphire crystal,Fold clasp
437,15865368.75,steel,Leather,Rectangular,Sapphire crystal,Buckle
439,8848125.0,steel,Steel,Circular,Plexiglass,"Fold clasp, hidden"
440,592143.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
441,11243925.0,steel,Leather,Rectangular,Sapphire crystal,Jewelry clasp
442,55362037.5,gold,Animal skin,Rectangular,Sapphire crystal,Buckle
443,3396318.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
444,660206.25,steel,Steel,Circular,Mineral Glass,Fold clasp
445,6568031.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
446,31819218.75,steel,Rubber,Circular,Sapphire crystal,Buckle
447,6670125.0,steel,Textile,Circular,Sapphire crystal,"Fold clasp, hidden"
448,1123031.25,steel,Leather,Rectangular,Glass,Buckle
449,272079843.75,steel,Steel,Circular,Sapphire crystal,Buckle
450,87800625.0,gold,Animal skin,Circular,Sapphire crystal,Fold clasp
451,76032618.75,steel,Animal skin,Circular,Sapphire crystal,Double-fold clasp
452,40830693.75,steel,Leather,Rectangular,Sapphire crystal,Buckle
453,19057500.0,steel,Leather,Circular,Sapphire crystal,Buckle
454,95219437.5,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
455,7384781.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
456,292328437.5,gold,Animal skin,Circular,Sapphire crystal,Buckle
457,47984062.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
458,36903487.5,steel,Leather,Circular,Sapphire crystal,Fold clasp
459,2947106.25,steel,Animal skin,Circular,Sapphire crystal,Buckle
460,12183187.5,steel,Silicon,Circular,Sapphire crystal,Buckle
461,65340000.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
462,9596812.5,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
463,10406756.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
464,112303125.0,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
465,9964350.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
467,11924550.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
468,3389512.5,steel,Leather,Circular,Sapphire crystal,Buckle
469,2062293.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
470,442406.25,Brass,Leather,Rectangular,Plastic,Buckle
471,12965906.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
472,18717187.5,steel,Leather,Circular,Sapphire crystal,Buckle
473,22453818.75,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
474,22664812.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
475,32302462.5,steel,Rubber,Circular,Sapphire crystal,Double-fold clasp
476,2715693.75,Ceramic,Textile,Circular,Plexiglass,Fold clasp
477,54347906.25,steel,Rubber,Circular,Sapphire crystal,Fold clasp
478,316830937.5,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
479,43219687.5,Titanium,Rubber,Circular,Sapphire crystal,Buckle
480,63679275.0,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
481,18383681.25,steel,Leather,Rectangular,Sapphire crystal,Buckle
482,9229275.0,steel,Steel,Circular,Sapphire crystal,Jewelry clasp
483,4471706.25,steel,Leather,Circular,Glass,Buckle
484,24829200.0,Carbon,Rubber,Circular,Sapphire crystal,Buckle
485,61249443.75,Titanium,Titanium,Circular,Sapphire crystal,Fold clasp
486,9651262.5,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
487,6738187.5,steel,Leather,Circular,Sapphire crystal,Buckle
488,7371168.75,steel,Leather,Circular,Sapphire crystal,Buckle
489,23481562.5,steel,Rubber,Rectangular,Sapphire crystal,Buckle
490,11094187.5,steel,Rubber,Circular,Sapphire crystal,Buckle
492,4124587.5,steel,Rubber,Circular,Sapphire crystal,Buckle
493,7731900.0,steel,Rubber,Rectangular,Sapphire crystal,Buckle
494,2892656.25,steel,gold,Circular,Sapphire crystal,Double-fold clasp
495,5091075.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
496,50196093.75,Titanium,Titanium,Circular,Sapphire crystal,Fold clasp
497,2987943.75,Carbon,Rubber,Circular,Mineral Glass,Buckle
498,1660725.0,steel,gold,Rectangular,Sapphire crystal,"Fold clasp, hidden"
499,1020256875.0,Platinum,Animal skin,Circular,Sapphire crystal,Double-fold clasp
500,4982175.0,steel,Rubber,Rectangular,Sapphire crystal,Buckle
501,52408125.0,Titanium,Leather,Circular,Sapphire crystal,Fold clasp
502,24284700.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
503,204187500.0,Titanium,Rubber,Circular,Sapphire crystal,Fold clasp
504,15722437.5,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
505,2429831.25,gold,Leather,Circular,Plexiglass,Buckle
506,12761718.75,Titanium,Titanium,Circular,Sapphire crystal,Double-fold clasp
507,2178000.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
508,14470087.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
509,475586718.75,steel,Leather,Circular,Sapphire crystal,Fold clasp
510,14388412.5,steel,Leather,Circular,Sapphire crystal,Buckle
511,1061775.0,steel,Steel,Circular,Mineral Glass,Fold clasp
512,26952750.0,steel,Leather,Circular,Sapphire crystal,Buckle
513,1218318.75,steel,Steel,Circular,Mineral Glass,Jewelry clasp
514,94947187.5,gold,Rubber,Circular,Sapphire crystal,Fold clasp
515,14994168.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
516,12509887.5,gold,Leather,Circular,Sapphire crystal,Buckle
517,5363325.0,steel,Rubber,Circular,Sapphire crystal,Buckle
518,1898943.75,Carbon,Textile,Circular,Sapphire crystal,Buckle
519,18308812.5,Titanium,Titanium,Circular,Sapphire crystal,Fold clasp
521,10263825.0,steel,Steel,Circular,Sapphire crystal,"Fold clasp, hidden"
522,3627731.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
523,4049718.75,steel,Leather,Circular,Mineral Glass,Buckle
524,44240625.0,Ceramic,Ceramic,Circular,Sapphire crystal,Fold clasp
525,63679275.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
526,6772218.75,Titanium,Leather,Circular,Sapphire crystal,Buckle
527,2579568.75,steel,Leather,Circular,Sapphire crystal,Buckle
528,728268.75,steel,Animal skin,Circular,Mineral Glass,Buckle
529,2429831.25,steel,Steel,Circular,Mineral Glass,Fold clasp
530,8004150.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
531,26571600.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
532,55811250.0,steel,Steel,Rectangular,Plexiglass,Fold clasp
533,9045506.25,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
534,10209375.0,Silver,Animal skin,Rectangular,Sapphire crystal,Double-fold clasp
535,4961756.25,steel,gold,Circular,Sapphire crystal,Double-fold clasp
536,132721875.0,Ceramic,Animal skin,Circular,Sapphire crystal,Fold clasp
537,14762756.25,steel,Leather,Circular,Sapphire crystal,Buckle
538,30628125.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
539,571725.0,steel,Steel,Rectangular,Mineral Glass,Fold clasp
540,42845343.75,Aluminum,Rubber,Circular,Sapphire crystal,Fold clasp
541,3654956.25,steel,Leather,Circular,Plexiglass,Buckle
542,10998900.0,steel,Animal skin,Circular,Sapphire crystal,Buckle
544,248428125.0,Titanium,Ceramic,Circular,Sapphire crystal,Double-fold clasp
545,1905750.0,gold,Leather,Rectangular,Plexiglass,Buckle
546,6091593.75,steel,Leather,Circular,Sapphire crystal,Buckle
547,343715625.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
548,41858437.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
549,5785312.5,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
550,12931875.0,steel,Leather,Circular,Sapphire crystal,Buckle
551,6867506.25,steel,Rubber,Rectangular,Sapphire crystal,Buckle
552,10406756.25,steel,Leather,Rectangular,Sapphire crystal,Fold clasp
553,5084268.75,steel,Steel,Rectangular,Sapphire crystal,Fold clasp
554,3614118.75,Carbon,Leather,Rectangular,Mineral Glass,Buckle
555,8786868.75,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
557,114855468.75,steel,Leather,Rectangular,Sapphire crystal,Buckle
558,1579050.0,steel,Leather,Circular,Mineral Glass,Buckle
559,2062293.75,steel,Steel,Circular,Mineral Glass,Fold clasp
560,646593.75,steel,Leather,Rectangular,Sapphire crystal,Buckle
561,4199456.25,steel,Steel,Rectangular,Mineral Glass,Fold clasp
562,1756012.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
564,285522187.5,Platinum,Animal skin,Circular,Sapphire crystal,Buckle
565,46963125.0,Carbon,Rubber,Circular,Sapphire crystal,Double-fold clasp
566,3981656.25,steel,Leather,Rectangular,Plexiglass,Fold clasp
567,60915937.5,gold,Animal skin,Circular,Sapphire crystal,Buckle
568,16158037.5,steel,Leather,Circular,Sapphire crystal,Buckle
569,231072187.5,gold,Leather,Circular,Sapphire crystal,Buckle
570,1837687.5,steel,Animal skin,Circular,Plexiglass,Buckle
571,156496106.25,Titanium,Rubber,Rectangular,Sapphire crystal,Fold clasp
572,164615962.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
573,391699687.5,Titanium,Rubber,Rectangular,Sapphire crystal,Fold clasp
574,6608868.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
575,3396318.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
576,74528437.5,steel,Steel,Circular,Sapphire crystal,Buckle
577,2579568.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
578,8113050.0,Titanium,Rubber,Circular,Sapphire crystal,Buckle
579,43900312.5,steel,Animal skin,Circular,Sapphire crystal,Buckle
580,25836525.0,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
581,8677968.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
582,13578468.75,steel,Rubber,Circular,Sapphire crystal,Buckle
583,12918262.5,gold,gold,Circular,Plexiglass,Jewelry clasp
584,2354962.5,steel,Animal skin,Circular,Mineral Glass,Buckle
585,15368512.5,steel,Rubber,Circular,Sapphire crystal,Fold clasp
586,13360668.75,steel,Leather,Circular,Sapphire crystal,Buckle
587,203506875.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
588,44240625.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
589,11366437.5,steel,Leather,Circular,Sapphire crystal,Buckle
590,694237.5,steel,Steel,Circular,Mineral Glass,Fold clasp
591,3532443.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
592,47636943.75,steel,gold,Circular,Sapphire crystal,Fold clasp
593,3804693.75,steel,Rubber,Circular,Sapphire crystal,Buckle
594,1102612.5,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
595,50706562.5,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
596,13204125.0,steel,Silicon,Circular,Sapphire crystal,Buckle
597,89046168.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
598,1728787.5,steel,Animal skin,Circular,Mineral Glass,Buckle
599,21092568.75,steel,Rubber,Circular,Sapphire crystal,Buckle
600,4975368.75,steel,Leather,Rectangular,Sapphire crystal,Buckle
601,3314643.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
602,34031250.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
603,3246581.25,steel,Textile,Circular,Sapphire crystal,Buckle
604,5751281.25,steel,Steel,Rectangular,Sapphire crystal,Buckle
605,1102612.5,gold,Leather,Rectangular,Plexiglass,Buckle
606,13496793.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
607,13285800.0,steel,Rubber,Circular,Sapphire crystal,Fold clasp
608,3934012.5,steel,Leather,Circular,Sapphire crystal,Buckle
609,619368.75,steel,Steel,Circular,Mineral Glass,Fold clasp
610,1361250.0,steel,Leather,Circular,Sapphire crystal,Buckle
612,40497187.5,Bronze,Rubber,Circular,Sapphire crystal,Buckle
613,2824593.75,steel,Rubber,Circular,Sapphire crystal,Buckle
614,7350750.0,steel,Animal skin,Rectangular,Sapphire crystal,Double-fold clasp
615,4526156.25,steel,Rubber,Circular,Sapphire crystal,Buckle
616,2586375.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
617,6091593.75,gold,Leather,Rectangular,Plexiglass,Buckle
618,29525512.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
619,31955343.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
620,25802493.75,steel,Leather,Rectangular,Sapphire crystal,"Fold clasp, hidden"
621,108219375.0,gold,Leather,Circular,Sapphire crystal,Buckle
622,13578468.75,gold,Animal skin,Rectangular,Plexiglass,Buckle
623,3062812.5,steel,Leather,Circular,Plexiglass,Buckle
624,58683487.5,steel,Rubber,Rectangular,Sapphire crystal,Buckle
625,26537568.75,Ceramic,Leather,Circular,Sapphire crystal,Fold clasp
626,22440206.25,steel,Rubber,Circular,Sapphire crystal,Fold clasp
627,9862256.25,steel,Leather,Circular,Sapphire crystal,Jewelry clasp
628,122505693.75,gold,Leather,Circular,Sapphire crystal,Buckle
629,14687887.5,Carbon,Rubber,Rectangular,Sapphire crystal,Fold clasp
630,8487393.75,steel,Leather,Circular,Sapphire crystal,Fold clasp
631,5445000.0,steel,Rubber,Circular,Sapphire crystal,Buckle
632,86439375.0,Titanium,Rubber,Circular,Sapphire crystal,Double-fold clasp
633,23685750.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
634,20759062.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
635,33343818.75,steel,gold,Rectangular,Sapphire crystal,Double-fold clasp
636,66701250.0,gold,Leather,Circular,Sapphire crystal,Buckle
637,6268556.25,steel,Leather,Rectangular,Sapphire crystal,Fold clasp
638,5165943.75,steel,Textile,Circular,Plexiglass,Buckle
639,8997862.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
640,305940937.5,gold,Rubber,Circular,Sapphire crystal,Fold clasp
641,2130356.25,steel,Leather,Circular,Mineral Glass,Buckle
642,35732812.5,Titanium,Titanium,Circular,Sapphire crystal,Fold clasp
643,57846318.75,Titanium,Leather,Circular,Sapphire crystal,Fold clasp
644,9801000.0,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
645,3688987.5,steel,Steel,Circular,Sapphire crystal,Fold clasp
646,11032931.25,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
647,264729093.75,gold,gold,Circular,Sapphire crystal,Fold clasp
648,496856.25,steel,Steel,Circular,Mineral Glass,Fold clasp
649,4083750.0,steel,Leather,Circular,Glass,Buckle
650,3682181.25,steel,Ceramic,Circular,Sapphire crystal,Fold clasp
651,2804175.0,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
652,12564337.5,steel,Textile,Circular,Sapphire crystal,Buckle
653,10297856.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
654,2797368.75,steel,Animal skin,Circular,Mineral Glass,Buckle
655,73255668.75,gold,Animal skin,Circular,Sapphire crystal,Buckle
656,4730343.75,steel,Steel,Circular,Plexiglass,Fold clasp
657,18717187.5,Ceramic,Ceramic,Circular,Sapphire crystal,Double-fold clasp
658,11073768.75,steel,Rubber,Circular,Sapphire crystal,Double-fold clasp
659,4614637.5,steel,Leather,Circular,Sapphire crystal,Buckle
660,878006.25,steel,Steel,Circular,Glass,Fold clasp
661,11468531.25,steel,Leather,Circular,Sapphire crystal,Buckle
662,4982175.0,steel,gold,Circular,Sapphire crystal,Fold clasp
663,3614118.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
664,12217218.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
665,2797368.75,steel,Leather,Circular,Mineral Glass,Fold clasp
666,25026581.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
667,884812500.0,gold,Animal skin,Circular,Sapphire crystal,Buckle
668,34024443.75,Ceramic,Leather,Circular,Sapphire crystal,Double-fold clasp
669,884812.5,steel,Steel,Circular,Mineral Glass,"Fold clasp, hidden"
670,1606275.0,steel,Steel,Circular,Mineral Glass,Fold clasp
671,13578468.75,steel,Animal skin,Rectangular,Sapphire crystal,Buckle
672,36018675.0,steel,Leather,Circular,Plexiglass,Buckle
673,4002075.0,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
674,3913593.75,steel,Rubber,Circular,Sapphire crystal,Buckle
676,70070343.75,gold,Animal skin,Circular,Sapphire crystal,Buckle
677,2178000.0,steel,Leather,Circular,Sapphire crystal,Buckle
678,40156875.0,steel,Rubber,Circular,Sapphire crystal,Double-fold clasp
679,3906787.5,steel,Steel,Circular,Mineral Glass,Fold clasp
680,43029112.5,steel,Leather,Circular,Sapphire crystal,Buckle
681,7235043.75,steel,Animal skin,Circular,Sapphire crystal,Fold clasp
682,1415700.0,steel,Leather,Circular,Plexiglass,Buckle
683,58683487.5,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
684,13210931.25,Carbon,Textile,Rectangular,Sapphire crystal,Fold clasp
685,2205225.0,steel,Animal skin,Circular,Mineral Glass,Buckle
686,9413043.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
688,5383743.75,steel,Animal skin,Circular,Sapphire crystal,Buckle
689,6636093.75,steel,Leather,Circular,Sapphire crystal,Buckle
690,16573218.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
691,2783756.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
692,7343943.75,steel,Steel,Circular,Sapphire crystal,Fold clasp
693,20752256.25,steel,Steel,Circular,Sapphire crystal,"Fold clasp, hidden"
694,7309912.5,steel,Leather,Rectangular,Sapphire crystal,Buckle
695,22875806.25,steel,Steel,Circular,Sapphire crystal,Fold clasp
696,13578468.75,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
697,12217218.75,steel,gold,Rectangular,Sapphire crystal,Fold clasp
698,79633125.0,Titanium,Rubber,Rectangular,Sapphire crystal,Double-fold clasp
699,1619887.5,steel,Leather,Circular,Mineral Glass,Buckle
700,10719843.75,steel,Leather,Rectangular,Plexiglass,Buckle
701,34024443.75,Ceramic,Ceramic,Circular,Sapphire crystal,Double-fold clasp
702,24284700.0,Titanium,Leather,Circular,Sapphire crystal,Buckle
703,87630468.75,steel,Leather,Circular,Sapphire crystal,Buckle
704,24801975.0,steel,Rubber,Circular,Sapphire crystal,Buckle
705,3158100.0,steel,Textile,Circular,Sapphire crystal,Buckle
706,5608350.0,steel,Steel,Rectangular,Sapphire crystal,Double-fold clasp
707,1517793.75,steel,Leather,Circular,Mineral Glass,Buckle
708,1299993.75,steel,Leather,Rectangular,Mineral Glass,Fold clasp
709,29416612.5,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
711,27225000.0,steel,Steel,Circular,Sapphire crystal,Fold clasp
712,4696312.5,steel,Steel,Circular,Sapphire crystal,Double-fold clasp
713,1687950.0,steel,Animal skin,Circular,Mineral Glass,Buckle
714,16239712.5,steel,Leather,Circular,Sapphire crystal,Double-fold clasp
715,2327737.5,steel,Steel,Circular,Mineral Glass,Fold clasp
